uniprot identifier	uniprot description	uniprot gene symbol	NCBI Entrez gene ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
P01023	>sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3	A2M	2	329.685596552476	604.409619722796	726.933171370733	316.105483714744	314.850940593647	269.948572840971	427.050688903099	284.31857055945	419.088450373876	180.151713453471	296.262128370575	254.735415078642	601.7484319171	497.160198057819	213.674935435763	522.414007551566	203.04723597983	264.771956540586	598.537315236423	389.359124343705	161.188035171399	358.176578463438	319.985118044358	699.661354655106	575.140925018598	577.434098216973
Q2M2I8	>sp|Q2M2I8|AAK1_HUMAN AP2-associated protein kinase 1 OS=Homo sapiens GN=AAK1 PE=1 SV=3	AAK1	22848	10.7952507998611	8.37239095125221	6.27274589102306	4.39994466580751	23.0081545317536	14.0057704311531	6.5346741884193	8.85203809200117	6.23592211129722	19.6069180167533	18.7827713599142	12.3152619223456	15.4851325475993	22.3413498033373	22.2364387148209	17.0830029035636	13.7581912835784	21.8537392461576	11.0786744243586	19.5100391275245	16.0831483781129	31.108812412215	35.3903633178679	8.72020882177455	8.97277864756832	29.9687815999058
P49588	>sp|P49588|SYAC_HUMAN Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=AARS PE=1 SV=2	AARS	16	1173.18696245716	1345.47633680858	1189.39399320919	943.337739707752	1230.80946284409	1373.99409971689	1379.50697546246	1131.67772958667	1088.86918804123	1393.67064171124	1232.61770626243	1287.94591202802	1567.11334531166	1190.28525757187	1000.47538060481	1057.21556604665	1256.0751390615	1118.68976276747	1117.59920816499	1227.47218886507	1414.58376655069	1382.33419650452	1251.65153217439	1440.86917702934	1472.1344936128	1169.81497864902
Q9BTE6-3	>sp|Q9BTE6-3|AASD1_HUMAN Isoform 3 of Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens GN=AARSD1	AARSD1	80755	49.1334644201336	42.3635395238965	64.4055648213774	40.1632586207438	62.1153503322758	54.4715152217897	42.4256200971383	53.4058511406759	50.4298624502921	76.97803431158	58.7604804269079	63.5715437863043	74.8028818825543	52.4368703259301	46.3536637319742	64.3143064991016	97.1879613430784	77.1007105994753	39.164183249126	71.3981752876742	75.8762667414889	59.9872764077368	31.9969064312952	35.9747879384534	58.9873882804282	88.5857833392798
Q9NRN7	>sp|Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens GN=AASDHPPT PE=1 SV=2	AASDHPPT	60496	67.2264390674608	60.6953816558678	4.42976107453917	20.5049037088206	30.009674083414	71.4810215596441	66.8340704354222	54.8841123808581	55.1741290799233	123.582807404635	47.6319879707251	38.2073858807923	66.7563193729342	46.5521869113673	56.8487629743908	60.2054619626859	67.2155207036252	57.9842739465705	60.0673415448665	79.0788949135348	55.9632234338784	98.2544051158049	110.137696488085	119.014627328211	106.083441139369	83.5056660562347
H3BNQ7;H3BRN4;P80404	>tr|H3BNQ7|H3BNQ7_HUMAN 4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens GN=ABAT PE=1 SV=1;>tr|H3BRN4|H3BRN4_HUMAN 4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens GN=ABAT PE=1 SV=1;>sp|P80404|GABT_HUMAN 4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens GN=ABAT PE=1 SV=3	ABAT	18	1977.5806121584	1470.90338208653	786.209459744477	2311.80177803506	1178.08750038403	1597.04504488881	2042.13369719402	1693.12002961801	2241.61811186803	1434.9127120354	910.948933489513	1614.47327341936	1708.33568672966	1443.43338879346	2127.21717256382	1501.28235889533	3252.23298301194	3088.86685033693	2437.91591183706	1308.57725775788	2138.7377047573	1789.3368601561	1879.78018235402	3748.24054453942	1676.40761141518	2257.70778716475
Q9NUJ1	>sp|Q9NUJ1|ABHDA_HUMAN Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Homo sapiens GN=ABHD10 PE=1 SV=1	ABHD10	55347	593.669308555069	689.342765352216	413.511995124501	944.900556435593	905.181951688745	487.871875023082	577.751688885653	818.293862263428	714.179485202712	626.882872163451	351.24829857713	565.525033451084	755.440188428503	314.838212113931	780.324355265272	579.308720288963	1102.34074394927	798.83798545039	596.447103351666	731.037447848046	1100.0949121245	752.315283560407	874.811619138757	750.190966069425	421.920374562503	883.853656722541
Q8N2K0;Q8N2K0-2;Q8N2K0-3	>sp|Q8N2K0|ABD12_HUMAN Monoacylglycerol lipase ABHD12 OS=Homo sapiens GN=ABHD12 PE=1 SV=2;>sp|Q8N2K0-2|ABD12_HUMAN Isoform 2 of Monoacylglycerol lipase ABHD12 OS=Homo sapiens GN=ABHD12;>sp|Q8N2K0-3|ABD12_HUMAN Isoform 3 of Monoacylglycerol lipase ABHD12 OS=Homo sapiens GN=ABHD12	ABHD12	26090	29.4691438853081	51.5509072913215	90.2652809076966	101.602556426634	138.934824538891	75.5520509826251	36.7406986020422	45.8909962845036	85.9115928706938	100.11077902199	106.845831707407	103.602660111692	75.0380926359412	98.8578233463943	122.175714327199	80.8786984333465	109.02462840622	107.287388571318	101.043622723385	138.972581246675	181.837058418292	98.3568388024801	126.804371740157	48.7333330774968	77.451442339095	167.116675892897
A0A0A0MRT6;B6VEX4;Q8IZP0;Q8IZP0-10;Q8IZP0-12;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9	>tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Abl interactor 1 OS=Homo sapiens GN=ABI1 PE=4 SV=1;>tr|B6VEX4|B6VEX4_HUMAN Abl interactor 1 OS=Homo sapiens GN=ABI1 PE=2 SV=1;>sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens GN=ABI1 PE=1 SV=4;>sp|Q8IZP0-10|ABI1_HUMAN Isoform 10 of Abl interactor 1 OS=Homo sapiens GN=ABI1;>sp|Q8IZP0-12|ABI1_HUMAN Isoform 12 of Abl interactor 1 OS=Homo sapiens GN=ABI1;>sp|Q8IZP0-2|ABI1_HUMAN Isoform 2 of Abl interactor 1 OS=Homo sapiens GN=ABI1;>sp|Q8IZP0-3|ABI1_HUMAN Isoform 3 of Abl interactor 1 OS=Homo sapiens GN=ABI1;>sp|Q8IZP0-4|ABI1_HUMAN Isoform 4 of Abl interactor 1 OS=Homo sapiens GN=ABI1;>sp|Q8IZP0-5|ABI1_HUMAN Isoform 5 of Abl interactor 1 OS=Homo sapiens GN=ABI1;>sp|Q8IZP0-6|ABI1_HUMAN Isoform 6 of Abl interactor 1 OS=Homo sapiens GN=ABI1;>sp|Q8IZP0-7|ABI1_HUMAN Isoform 7 of Abl interactor 1 OS=Homo sapiens GN=ABI1;>sp|Q8IZP0-8|ABI1_HUMAN Isoform 8 of Abl interactor 1 OS=Homo sapiens GN=ABI1;>sp|Q8IZP0-9|ABI1_HUMAN Isoform 9 of Abl interactor 1 OS=Homo sapiens GN=ABI1	ABI1	10006	197.555079019572	197.917310006199	230.594629589393	150.444222788836	167.896143490149	133.238931145115	159.52335159388	175.874580312356	120.667753138713	158.943624692043	122.81030720193	144.293328825695	193.84739885679	153.562522385897	129.52245893983	113.373232171964	190.587829652398	149.056181100309	143.867131664169	150.896919265964	228.626127301611	146.087212420835	130.063828231803	175.87383878073	175.639703844371	163.894129387405
E7EP65;E7EW77;E9PEZ7;F8WAL6;Q9NYB9;Q9NYB9-2;Q9NYB9-4	>tr|E7EP65|E7EP65_HUMAN Abl interactor 2 (Fragment) OS=Homo sapiens GN=ABI2 PE=1 SV=1;>tr|E7EW77|E7EW77_HUMAN Abl interactor 2 OS=Homo sapiens GN=ABI2 PE=1 SV=1;>tr|E9PEZ7|E9PEZ7_HUMAN Abl interactor 2 OS=Homo sapiens GN=ABI2 PE=1 SV=1;>tr|F8WAL6|F8WAL6_HUMAN Abl interactor 2 OS=Homo sapiens GN=ABI2 PE=4 SV=2;>sp|Q9NYB9|ABI2_HUMAN Abl interactor 2 OS=Homo sapiens GN=ABI2 PE=1 SV=1;>sp|Q9NYB9-2|ABI2_HUMAN Isoform 2 of Abl interactor 2 OS=Homo sapiens GN=ABI2;>sp|Q9NYB9-4|ABI2_HUMAN Isoform 4 of Abl interactor 2 OS=Homo sapiens GN=ABI2	ABI2	10152	656.871730519533	531.993550646235	689.101142239574	569.902642151251	779.472411306365	645.100970464505	594.960575121597	630.739110629699	485.869521882233	800.718752498197	596.040938596735	593.151222183332	516.893415960921	605.341640267202	550.11500573137	548.710105752194	779.53674703761	556.627235723767	557.603079708389	583.547568309927	915.998927414075	753.924047222376	727.59494716071	568.178915869535	523.64070297963	691.047548593827
