ABAT	-0.374589878909926
ABHD10	-0.384949048015036
ACAA1	-0.242273161411867
ACAT1	-0.51582498753212
ACAT2	-0.000654014995544394
ACO2	-0.339674124770724
ACOT13	-0.460821054410794
ACP1	-0.140290792623212
ACYP2	0.132374346189946
ALDH3A2	0.243102410891399
ALDH5A1	-0.354285580590124
ANXA11	0.143597928463226
ANXA3	-0.308519300438526
ANXA6	-0.353493353672212
ANXA7	0.140828167656677
AUH	-0.524251774176935
CACYBP	0.327857192718459
NAXD	-0.0842678470963192
CCT4	-0.0181402815575155
CIRBP	-0.629575673420581
CNRIP1	-0.0358282992700478
CNTN2	-0.322658184698684
COPS5	-0.577473498700908
CPLX3	-0.207659383718746
CPNE1	-0.218795513326683
CPNE5	-0.541377368983384
CRAT	-0.0126986860181499
CRMP1	-0.0337528091583347
CTBP1	-0.427703161413022
CYCS	-1.02616512676359
DCTN5	-0.244466618653486
DCXR	-0.254863117359441
DECR1	-0.0728752676505806
DLD	-0.734976354447592
DPYSL2	0.0769001639403595
DPYSL3	0.195660073008328
DPYSL4	-0.335200797690135
DPYSL5	-0.478628626811816
DTD1	-0.423210061592835
ECH1	-0.201164381627868
ECHS1	-0.373672810257341
EEF1A2	-0.192744260099469
EIF3L	0.120166071475075
EPDR1	-0.805241799271173
ERP29	-0.0164498786264749
ETFB	0.0252309332339933
FAF2	0.0233277620559761
FKBP3	-0.480234388098664
FTH1	0.0544593215757868
FUS	-0.337557185004391
GABARAPL2	-0.388964892128632
GAPDH	-0.176605306738931
RACK1	-0.276682017869469
GPS1	-0.0925510448883357
GRB2	-0.10651353238218
GSS	-0.252537861940377
HADH	-0.015401094992412
HAGH	-0.222340103581857
HNRNPL	0.00579324284343179
HP	0.673957912756837
HSP90AA1	0.148463215449962
HSP90AB1	0.131199658520976
HSP90AB4P	0.822844193894679
HSP90B1	0.149594853385252
HSPA6	0.0164351589819917
HSPA8	-0.146585600368603
HSPA9	-0.133914171779985
A0A087WZW8	0.362741208136628
ISCU	-0.36609393578104
ITGB8	0.31206943248182
KHSRP	-0.219668609827914
RUBCNL	0.0262222315238178
LANCL1	-0.22724174666295
LASP1	-0.205248965045021
MAP6D1	-0.757252433907096
MAPT	-0.289621972229288
MAT2B	-0.174961391488664
MBP	-0.739933802561147
MCTS1	-0.176965754125066
MDH2	-0.908469488782784
NAP1L1	-0.0639409974296419
NDUFA7	-0.278406658394051
NDUFS4	-0.599477374935966
NDUFS5	-0.624872504247552
NIF3L1	-0.105397669692275
NIPSNAP3A	-0.312840673544154
NIPSNAP3B	-0.420120421021244
NUDC	-0.175659824802085
PABPC1	-0.0652308300576471
PDAP1	-0.642953503263381
PDCD6	-0.393276410601818
PEF1	-1.14036313166982
PITHD1	-0.0325243662184085
PKM	-0.187976978836949
PLD3	-0.282068674612986
PPIB	0.314881695803803
PPIL1	0.147083333388899
PPP5C	0.0184188556850148
PRPSAP2	0.0240653019037691
PTPN11	-0.00298442780475458
RAB27B	0.320706413637841
RPLP1	-0.234758105741625
RPS12	-0.0943551846248089
S100A13	0.147141999268167
SARS	-0.104082927513769
SDHA	-0.33237184523174
SEPTIN11	-0.126681572614221
SH3BGRL2	0.144526347225864
SOD2	0.0438277801989179
SRI	0.0927131562493721
SSBP1	-0.20220154875121
STIP1	0.0712570557774131
STMN1	-0.850143926370167
STMN2	-0.674938279917532
STX4	0.304359966733126
SYN1	-0.296523716842664
A0A087WW96	-0.215069797505648
TK2	0.000295946312279967
TMEM30A	0.222483470024952
TXNL1	-0.292302684728213
UBE2V2	-0.480216240714179
UQCRB	-0.481864868047833
UQCRC2	-0.578970411007564
VPS13C	-0.114201876145803
